,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,imdb_score_label
3124,8.0,100.0,322.0,534.0,851.0,29392418.0,3924,3190,2.0,26.0,10000000.0,1994.0,543.0,5.8,1.85,368,Average
3125,86.0,85.0,21.0,782.0,931.0,28563926.0,16300,3819,0.0,217.0,8500000.0,2002.0,855.0,5.0,2.35,720,Average
3126,85.0,103.0,27.0,534.0,1000.0,28435406.0,37681,4441,2.0,151.0,12000000.0,2006.0,809.0,5.5,1.85,0,Average
3127,76.0,100.0,4.0,678.0,982.0,25339117.0,37885,4259,4.0,247.0,10000000.0,1998.0,945.0,6.5,1.85,0,Good
3128,60.0,114.0,0.0,699.0,10000.0,25600000.0,57363,12097,0.0,308.0,10000000.0,1983.0,919.0,7.2,2.35,10000,Good
3131,189.0,97.0,11.0,220.0,1000.0,27736779.0,25210,2403,0.0,126.0,10000000.0,2015.0,412.0,5.2,2.35,13000,Average
3132,82.0,116.0,70.0,706.0,1000.0,24397469.0,5161,5804,7.0,48.0,17000000.0,2012.0,876.0,5.7,2.35,0,Average
3133,120.0,96.0,9.0,448.0,690.0,20384136.0,20467,2402,1.0,371.0,10000000.0,2001.0,533.0,4.7,2.35,0,Average
3134,183.0,98.0,58.0,242.0,14000.0,25464480.0,63108,15251,0.0,330.0,10000000.0,2009.0,537.0,5.9,2.35,15000,Average
3135,211.0,105.0,500.0,718.0,11000.0,20338609.0,19655,12946,8.0,280.0,10000000.0,2006.0,912.0,6.8,2.35,683,Good
3136,14.0,123.0,5.0,338.0,556.0,18272447.0,3119,2149,1.0,35.0,10000000.0,1993.0,475.0,5.9,1.85,331,Average
3139,179.0,93.0,0.0,766.0,13000.0,17096053.0,134458,15716,2.0,640.0,9000000.0,1998.0,933.0,7.7,2.35,5000,Good
3140,221.0,97.0,25.0,861.0,929.0,21371425.0,76199,3679,0.0,944.0,10000000.0,2010.0,927.0,4.4,2.35,13000,Average
3142,73.0,101.0,22.0,558.0,918.0,17655201.0,4719,3317,1.0,24.0,10000000.0,2008.0,624.0,6.7,1.85,851,Good
3143,65.0,100.0,15.0,804.0,1000.0,16247775.0,23527,4789,3.0,104.0,25000000.0,2005.0,962.0,5.5,1.85,767,Average
3144,23.0,129.0,0.0,203.0,18000.0,16153600.0,8295,19065,1.0,30.0,10000000.0,1990.0,269.0,6.5,1.85,720,Good
3145,63.0,81.0,176.0,39.0,176.0,16033556.0,37901,361,1.0,518.0,10000000.0,2002.0,67.0,6.2,2.35,0,Good
3146,132.0,96.0,31.0,536.0,651.0,16667084.0,90070,3119,0.0,248.0,11000000.0,1990.0,610.0,7.1,1.85,11000,Good
3147,191.0,84.0,36.0,648.0,2000.0,15417771.0,87494,3416,1.0,540.0,12600000.0,2003.0,683.0,6.1,1.85,0,Good
3149,91.0,110.0,164.0,45.0,258.0,15156200.0,15358,571,2.0,131.0,30000000.0,1999.0,218.0,6.0,2.35,328,Average
3150,368.0,130.0,337.0,820.0,11000.0,21589307.0,135286,13960,1.0,261.0,10000000.0,2012.0,1000.0,7.4,2.35,27000,Good
3151,89.0,84.0,134.0,307.0,655.0,20339754.0,23928,2737,2.0,73.0,10000000.0,2007.0,651.0,5.9,1.85,441,Average
3152,83.0,106.0,293.0,547.0,773.0,28873374.0,22161,2787,11.0,68.0,10000000.0,2013.0,734.0,4.1,1.85,0,Average
3154,33.0,76.0,14.0,636.0,1000.0,13684949.0,4564,3752,0.0,43.0,3000000.0,2002.0,811.0,5.9,1.85,227,Average
3156,191.0,96.0,47.0,442.0,3000.0,12570442.0,40514,4053,0.0,234.0,10000000.0,2005.0,497.0,6.8,2.35,808,Good
3157,16.0,104.0,28.0,582.0,962.0,12514138.0,2801,3871,0.0,28.0,10000000.0,1997.0,826.0,7.4,1.85,1000,Good
3158,297.0,108.0,0.0,458.0,1000.0,43771291.0,79909,3215,1.0,279.0,5000000.0,2015.0,562.0,7.1,2.35,15000,Good
3159,47.0,108.0,2.0,30.0,772.0,11703287.0,4360,1058,3.0,148.0,10000000.0,2005.0,232.0,7.0,2.35,1000,Good
3160,63.0,87.0,13.0,869.0,15000.0,11560259.0,15617,22485,1.0,180.0,22000000.0,2001.0,4000.0,5.8,2.35,0,Average
3161,144.0,89.0,406.0,759.0,989.0,10824921.0,200293,3462,0.0,621.0,10000000.0,1999.0,939.0,7.8,1.85,16000,Good
3163,325.0,106.0,13000.0,309.0,11000.0,14479776.0,55539,12418,3.0,147.0,10000000.0,2014.0,430.0,7.0,1.85,20000,Good
3164,100.0,100.0,532.0,711.0,4000.0,9801782.0,39331,6046,0.0,481.0,10000000.0,1998.0,796.0,6.3,1.85,0,Good
3165,52.0,89.0,18.0,2000.0,7000.0,8070311.0,12706,13626,9.0,75.0,10000000.0,2004.0,2000.0,5.3,1.85,0,Average
3167,163.0,95.0,434.0,472.0,1000.0,8460995.0,35888,2618,3.0,125.0,10000000.0,2010.0,622.0,5.5,2.35,0,Average
3169,180.0,94.0,0.0,3000.0,20000.0,8828771.0,79146,41059,10.0,352.0,6000000.0,2013.0,14000.0,4.3,1.85,25000,Average
3170,321.0,103.0,207.0,3000.0,40000.0,67631157.0,176606,55175,0.0,374.0,100000000.0,2010.0,11000.0,6.0,2.35,25000,Average
3171,100.0,95.0,4.0,655.0,939.0,7563670.0,21268,3651,0.0,53.0,10000000.0,2008.0,702.0,5.2,2.35,518,Average
3172,265.0,101.0,63.0,172.0,7000.0,6619173.0,87203,7747,2.0,221.0,10000000.0,2012.0,353.0,6.7,2.35,25000,Good
3175,162.0,101.0,194.0,602.0,1000.0,6712241.0,782437,3858,2.0,1420.0,7500000.0,1998.0,816.0,8.6,1.85,35000,Very good
3176,147.0,82.0,87.0,444.0,1000.0,6842058.0,36029,3818,0.0,99.0,10000000.0,2012.0,581.0,6.1,2.35,14000,Good
3177,33.0,74.0,0.0,719.0,886.0,6491350.0,1231,5139,0.0,26.0,10000000.0,2004.0,808.0,5.8,1.85,49,Average
3180,38.0,96.0,9.0,934.0,12000.0,6044618.0,6200,26961,1.0,92.0,10000000.0,2002.0,11000.0,5.6,2.35,398,Average
3181,126.0,89.0,0.0,322.0,628.0,7764027.0,38459,2061,0.0,119.0,10000000.0,2013.0,497.0,6.7,2.35,0,Good
3184,91.0,121.0,57.0,664.0,1000.0,21569041.0,8058,3745,2.0,57.0,9000000.0,2014.0,837.0,6.6,2.35,0,Good
3185,46.0,85.0,49.0,401.0,719.0,4356743.0,3662,2446,2.0,79.0,16000000.0,2001.0,405.0,4.1,1.85,0,Average
3186,198.0,120.0,0.0,294.0,23000.0,5484375.0,84641,24270,0.0,205.0,10000000.0,2006.0,342.0,7.3,1.85,0,Good
3188,182.0,83.0,157.0,581.0,2000.0,4244155.0,56005,3374,5.0,112.0,10000000.0,2011.0,616.0,6.5,1.85,0,Good
3190,23.0,111.0,60.0,699.0,823.0,3333823.0,5612,5262,0.0,122.0,10000000.0,2012.0,759.0,5.5,2.35,0,Average
3192,111.0,89.0,0.0,132.0,402.0,3193102.0,24412,1335,0.0,240.0,9000000.0,1999.0,296.0,7.1,1.85,944,Good
3195,27.0,92.0,4.0,311.0,754.0,3060858.0,1768,1891,4.0,37.0,10000000.0,1987.0,324.0,5.6,1.85,208,Average
3197,49.0,97.0,105.0,269.0,982.0,2331318.0,9541,2603,1.0,64.0,10000000.0,2011.0,503.0,3.3,1.85,0,Bad
3198,57.0,135.0,0.0,851.0,1000.0,2185266.0,8720,4266,0.0,186.0,10000000.0,2000.0,975.0,6.5,1.85,1000,Good
3199,185.0,93.0,4.0,4.0,533.0,26583369.0,20837,578,1.0,127.0,10000000.0,2016.0,35.0,4.8,1.85,10000,Average
3200,2.0,118.0,76.0,249.0,902.0,800000.0,892,2079,0.0,21.0,14000000.0,1981.0,488.0,5.2,2.35,106,Average
3201,270.0,97.0,387.0,64.0,6000.0,7574066.0,30325,6322,2.0,96.0,10000000.0,2014.0,139.0,6.3,1.85,0,Good
3202,94.0,98.0,129.0,221.0,749.0,1754319.0,13174,2214,0.0,81.0,10000000.0,2011.0,252.0,7.2,1.85,0,Good
3204,49.0,101.0,3.0,826.0,14000.0,1631839.0,5936,17665,0.0,91.0,10000000.0,2000.0,1000.0,5.7,1.85,242,Average
3206,221.0,106.0,34.0,683.0,11000.0,1939441.0,55567,23187,1.0,144.0,10000000.0,2012.0,11000.0,6.9,1.85,20000,Good
3210,376.0,98.0,607.0,251.0,11000.0,1987762.0,59297,11853,0.0,216.0,11000000.0,2011.0,414.0,6.7,1.85,12000,Good
3211,144.0,96.0,17.0,688.0,2000.0,1474508.0,33473,4607,4.0,88.0,5000000.0,2009.0,989.0,6.5,2.35,0,Good
3213,51.0,93.0,0.0,622.0,966.0,900926.0,9517,3307,2.0,46.0,10000000.0,2007.0,799.0,5.3,1.85,319,Average
3217,79.0,107.0,0.0,91.0,603.0,578527.0,20008,988,3.0,112.0,10000000.0,2008.0,175.0,5.7,1.78,883,Average
3219,115.0,93.0,787.0,0.0,787.0,365734.0,11487,883,0.0,226.0,10000000.0,2003.0,96.0,5.0,1.66,952,Average
3221,129.0,103.0,593.0,241.0,374.0,3093491.0,8307,1283,0.0,37.0,5000000.0,2014.0,362.0,6.6,1.85,5000,Good
3224,73.0,111.0,24.0,83.0,374.0,228524.0,8708,768,2.0,56.0,4000000.0,2004.0,181.0,7.3,2.35,345,Good
3228,79.0,82.0,216.0,885.0,1000.0,131617.0,9971,5761,1.0,119.0,10000000.0,2005.0,922.0,6.3,1.85,661,Good
3230,17.0,83.0,3.0,421.0,16000.0,126247.0,24958,17469,0.0,103.0,6200000.0,1994.0,542.0,3.3,1.85,321,Bad
3234,29.0,86.0,71.0,385.0,795.0,15447.0,2971,2655,0.0,85.0,10000000.0,1997.0,474.0,3.5,1.85,89,Bad
3235,23.0,91.0,7.0,875.0,12000.0,19348.0,2941,16118,2.0,11.0,10000000.0,2009.0,3000.0,5.5,2.35,370,Average
3236,22.0,90.0,0.0,617.0,806.0,100503.0,7759,3124,2.0,20.0,8000000.0,2009.0,690.0,5.9,1.85,1000,Average
3237,43.0,90.0,8.0,495.0,1000.0,92900.0,3662,3146,1.0,23.0,5000000.0,2009.0,893.0,4.7,1.85,546,Average
3241,20.0,93.0,7.0,611.0,906.0,5561.0,4995,4725,1.0,34.0,10000000.0,2007.0,848.0,3.9,1.85,160,Bad
3244,27.0,85.0,0.0,742.0,11000.0,70527.0,7690,14656,6.0,68.0,6500000.0,2004.0,826.0,6.7,1.85,376,Good
3259,52.0,144.0,0.0,195.0,786.0,2483955.0,8369,1674,0.0,165.0,9600000.0,2005.0,228.0,6.7,1.85,957,Good
3260,55.0,98.0,41.0,525.0,723.0,57176582.0,27492,3939,1.0,84.0,9500000.0,2000.0,706.0,6.1,1.85,0,Good
3265,66.0,98.0,17.0,770.0,1000.0,14114488.0,13190,3827,0.0,114.0,10500000.0,1988.0,887.0,4.5,1.85,616,Average
3267,61.0,197.0,176.0,760.0,924.0,46300000.0,29323,4109,0.0,344.0,9400000.0,1963.0,898.0,7.6,2.76,0,Good
3278,277.0,88.0,365.0,177.0,383.0,30859000.0,96410,1094,0.0,826.0,83532.0,1974.0,371.0,7.5,1.85,0,Good
3279,259.0,106.0,50.0,741.0,17000.0,3571735.0,39260,21711,2.0,129.0,10000000.0,2010.0,908.0,6.6,2.35,0,Good
3280,66.0,181.0,278.0,51.0,402.0,50000000.0,29839,934,0.0,150.0,9000000.0,1971.0,343.0,8.0,2.35,0,Good
3284,29.0,123.0,473.0,685.0,890.0,36049108.0,10139,3661,4.0,70.0,9000000.0,1996.0,851.0,6.8,2.35,0,Good
3285,32.0,120.0,92.0,862.0,1000.0,34074895.0,6525,5420,6.0,79.0,9000000.0,1999.0,886.0,6.7,1.85,0,Good
3286,142.0,87.0,85.0,118.0,311.0,33244684.0,62038,760,0.0,281.0,9000000.0,1988.0,189.0,6.5,1.85,0,Good
3287,263.0,123.0,909.0,184.0,909.0,24530513.0,66610,1633,1.0,429.0,9000000.0,2007.0,203.0,8.0,1.85,0,Good
3288,285.0,103.0,65.0,908.0,2000.0,71519230.0,92364,6807,0.0,244.0,9000000.0,2014.0,971.0,6.5,2.35,15000,Good
3289,64.0,91.0,0.0,407.0,3000.0,20035310.0,12324,4409,1.0,173.0,9000000.0,2000.0,683.0,4.9,1.85,580,Average
3290,150.0,88.0,8.0,587.0,982.0,18225165.0,155262,3114,2.0,316.0,9000000.0,2004.0,729.0,7.1,1.85,0,Good
3291,136.0,126.0,37.0,883.0,12000.0,17804273.0,20449,25660,0.0,370.0,20000000.0,2000.0,10000.0,7.0,1.85,1000,Good
3292,132.0,120.0,46.0,701.0,14000.0,16938179.0,41313,17336,3.0,246.0,8000000.0,2000.0,826.0,7.0,1.85,0,Good
3294,186.0,94.0,17.0,179.0,607.0,16235293.0,19918,1611,0.0,278.0,9000000.0,2006.0,318.0,4.5,2.35,0,Average
3299,117.0,119.0,188.0,35.0,187.0,6047856.0,27536,358,4.0,327.0,8500000.0,2000.0,127.0,6.7,1.85,1000,Good
3300,136.0,99.0,23.0,471.0,1000.0,4681503.0,29058,2478,1.0,238.0,9000000.0,2002.0,710.0,7.0,2.35,838,Good
3301,15.0,79.0,157.0,219.0,4000.0,4350774.0,10476,4908,3.0,52.0,8000000.0,1994.0,248.0,6.5,1.85,0,Good
3305,65.0,95.0,49.0,261.0,702.0,2955039.0,3624,2007,1.0,27.0,9000000.0,2007.0,616.0,6.2,2.35,313,Good
3306,100.0,103.0,38.0,316.0,745.0,1530535.0,7833,1721,3.0,63.0,9000000.0,2005.0,591.0,5.7,2.35,215,Average
3307,129.0,92.0,26.0,611.0,1000.0,4881867.0,15200,3767,1.0,76.0,9000000.0,2008.0,1000.0,6.4,1.85,1000,Good
3310,67.0,84.0,64.0,748.0,2000.0,11860839.0,5156,4617,0.0,21.0,9000000.0,2011.0,892.0,5.4,1.85,0,Average
3315,26.0,97.0,3.0,204.0,679.0,883887.0,1201,1426,3.0,14.0,9000000.0,2009.0,537.0,6.2,2.35,0,Good
3328,133.0,84.0,8.0,896.0,4000.0,14373825.0,63216,6954,0.0,196.0,8600000.0,2007.0,922.0,6.5,2.35,0,Good
3332,273.0,112.0,108.0,175.0,12000.0,39462438.0,67760,13172,0.0,226.0,7000000.0,2009.0,628.0,7.3,2.35,0,Good
3333,32.0,125.0,43.0,122.0,563.0,29200000.0,6142,1097,0.0,52.0,8500000.0,1979.0,236.0,6.9,1.85,1000,Good
3334,52.0,96.0,68.0,1000.0,3000.0,21564616.0,7098,8097,9.0,41.0,8500000.0,2013.0,1000.0,5.0,1.85,0,Average
3337,175.0,103.0,729.0,133.0,2000.0,14879556.0,73640,3516,0.0,441.0,8000000.0,1999.0,841.0,7.3,2.35,0,Good
3339,132.0,101.0,17.0,429.0,35000.0,34017854.0,51326,36892,4.0,116.0,8500000.0,2015.0,966.0,6.5,2.35,8000,Good
3340,66.0,104.0,170.0,202.0,736.0,4273372.0,19412,1854,1.0,308.0,22000000.0,2001.0,218.0,2.1,2.35,0,Bad
3345,60.0,107.0,71.0,304.0,967.0,80000000.0,51459,1962,0.0,113.0,8200000.0,1984.0,455.0,6.5,1.85,0,Good
3347,46.0,126.0,407.0,39.0,638.0,1997807.0,5158,823,0.0,140.0,8000000.0,1999.0,107.0,7.1,1.85,196,Good
3351,81.0,126.0,80.0,225.0,668.0,90800000.0,126916,2004,0.0,235.0,8000000.0,1984.0,641.0,7.2,1.85,0,Good
3353,147.0,150.0,163.0,636.0,2000.0,140244.0,20419,4168,1.0,259.0,8500000.0,2008.0,716.0,6.7,1.85,8000,Good
3355,215.0,178.0,16000.0,857.0,13000.0,107930000.0,1324680,16557,1.0,2195.0,8000000.0,1994.0,902.0,8.9,2.35,45000,Very good
3357,534.0,117.0,66.0,85.0,15000.0,32279955.0,293304,15554,1.0,552.0,8500000.0,2014.0,241.0,7.9,2.35,65000,Good
3358,66.0,119.0,422.0,422.0,861.0,4992159.0,23823,3306,2.0,201.0,8550000.0,2004.0,499.0,5.6,2.35,713,Average
3359,119.0,174.0,338.0,195.0,354.0,163214286.0,148172,1495,3.0,406.0,8200000.0,1965.0,209.0,8.0,2.35,15000,Good
3360,43.0,111.0,2000.0,51.0,15000.0,69800000.0,54723,15361,2.0,99.0,8000000.0,1984.0,161.0,6.2,1.85,0,Good
3361,270.0,101.0,36.0,27.0,7000.0,59889948.0,355810,7227,1.0,889.0,8000000.0,2006.0,150.0,7.9,2.35,15000,Good
3362,99.0,89.0,0.0,107.0,217.0,52287414.0,271794,644,2.0,584.0,8000000.0,1986.0,107.0,8.1,1.85,24000,Very good
3364,58.0,95.0,548.0,360.0,389.0,40066497.0,23671,1792,0.0,247.0,8000000.0,2004.0,363.0,3.5,1.85,0,Bad
3365,53.0,112.0,152.0,459.0,16000.0,36500000.0,87090,17568,0.0,142.0,8000000.0,1979.0,466.0,7.6,1.85,0,Good
3366,37.0,109.0,44.0,458.0,1000.0,27362712.0,5971,3199,1.0,60.0,8000000.0,2002.0,886.0,6.5,1.85,0,Good
3367,11.0,108.0,0.0,388.0,585.0,34746109.0,3122,3023,2.0,14.0,8000000.0,1996.0,434.0,5.6,2.35,559,Average
3368,327.0,100.0,129.0,3000.0,23000.0,34963967.0,270441,39807,2.0,378.0,8000000.0,2011.0,10000.0,7.7,1.85,40000,Good
3369,135.0,90.0,5.0,297.0,449.0,25926543.0,26609,1534,1.0,148.0,8000000.0,2008.0,332.0,5.2,1.85,0,Average
3371,164.0,94.0,19.0,117.0,363.0,26049082.0,76791,1024,3.0,100.0,8000000.0,2014.0,342.0,6.1,2.35,0,Good
3377,109.0,107.0,0.0,112.0,969.0,18090181.0,38191,1775,0.0,271.0,8000000.0,1994.0,449.0,6.4,1.85,0,Good
3378,59.0,91.0,13.0,292.0,452.0,17843379.0,14904,1760,2.0,147.0,8000000.0,1999.0,442.0,5.7,1.85,0,Average
3380,40.0,82.0,33.0,475.0,744.0,17278980.0,48225,2400,0.0,164.0,8000000.0,1998.0,503.0,6.7,1.85,0,Good
3381,121.0,97.0,3.0,631.0,24000.0,16699684.0,17461,25792,1.0,78.0,8000000.0,2009.0,827.0,5.6,1.85,0,Average
3382,358.0,128.0,79.0,414.0,13000.0,50815288.0,109191,14747,0.0,625.0,50000000.0,2005.0,903.0,7.0,2.35,0,Good
3383,288.0,102.0,126.0,517.0,23000.0,15047419.0,357275,25462,1.0,1061.0,7000000.0,2000.0,1000.0,7.6,2.35,18000,Good
3384,107.0,93.0,44.0,596.0,15000.0,14015786.0,37952,27646,3.0,298.0,5000000.0,2002.0,11000.0,6.5,1.85,938,Good
3386,91.0,138.0,78.0,968.0,12000.0,10269307.0,53251,17524,0.0,188.0,8000000.0,2009.0,3000.0,6.3,2.35,0,Good
3388,231.0,93.0,132.0,216.0,434.0,17536788.0,49240,1183,2.0,142.0,8000000.0,2013.0,265.0,7.1,1.85,12000,Good
3389,262.0,92.0,87.0,424.0,15000.0,58401464.0,276746,16982,1.0,264.0,8000000.0,2010.0,1000.0,7.1,1.85,19000,Good
3392,83.0,104.0,18.0,741.0,1000.0,10106233.0,12702,5190,0.0,32.0,8000000.0,2011.0,962.0,5.4,1.85,0,Average
3394,11.0,89.0,15.0,660.0,883.0,4692814.0,2870,3291,2.0,34.0,8000000.0,1999.0,826.0,5.1,1.85,77,Average
3395,72.0,92.0,26.0,417.0,1000.0,5018450.0,8546,2687,0.0,86.0,8000000.0,2000.0,905.0,5.3,2.35,859,Average
3398,328.0,90.0,26.0,0.0,1000.0,3442820.0,31489,1442,0.0,140.0,8000000.0,2015.0,442.0,7.3,2.35,0,Good
3401,45.0,79.0,73.0,112.0,1000.0,2275557.0,12561,2404,2.0,102.0,8000000.0,1991.0,1000.0,6.0,1.85,0,Average
3403,163.0,101.0,16.0,472.0,943.0,6350058.0,106098,2786,3.0,150.0,8000000.0,2010.0,769.0,7.2,1.85,20000,Good
3406,23.0,106.0,23.0,200.0,1000.0,532190.0,5673,1610,2.0,37.0,8000000.0,1997.0,273.0,6.8,1.66,0,Good
3409,283.0,104.0,109.0,7.0,480.0,16168741.0,99430,517,1.0,182.0,8000000.0,2013.0,12.0,7.4,1.85,43000,Good
3410,74.0,108.0,12.0,710.0,2000.0,568695.0,16617,3921,2.0,110.0,8000000.0,2005.0,844.0,6.5,2.35,412,Good
3411,41.0,99.0,30.0,209.0,480.0,398420.0,5049,1234,3.0,48.0,8000000.0,2007.0,257.0,6.4,2.35,226,Good
3413,66.0,109.0,200.0,1000.0,21000.0,336456.0,7116,41645,2.0,79.0,8000000.0,2003.0,18000.0,5.6,1.85,494,Average
3416,32.0,99.0,387.0,399.0,8000.0,127144.0,5159,9608,4.0,27.0,8000000.0,2005.0,489.0,5.5,2.35,143,Average
3418,79.0,95.0,3.0,448.0,905.0,108662.0,26849,3185,0.0,107.0,8000000.0,2008.0,513.0,6.0,2.35,3000,Average
3420,26.0,107.0,53.0,463.0,954.0,53481.0,5557,2512,5.0,34.0,8000000.0,2006.0,551.0,6.4,2.35,294,Good
3434,61.0,99.0,78.0,325.0,11000.0,106593296.0,72324,12619,1.0,134.0,7500000.0,1989.0,509.0,7.4,1.85,3000,Good
3435,34.0,115.0,88.0,890.0,1000.0,43490057.0,5275,4737,6.0,30.0,7500000.0,1997.0,1000.0,6.9,1.85,508,Good
3438,239.0,92.0,655.0,88.0,24000.0,24792061.0,191998,25092,0.0,323.0,6500000.0,2005.0,829.0,7.6,2.35,0,Good
3439,252.0,94.0,0.0,658.0,1000.0,17544812.0,69989,4707,0.0,384.0,10000000.0,2007.0,683.0,5.4,2.35,0,Average
3443,127.0,105.0,248.0,147.0,673.0,10460089.0,34098,1442,1.0,214.0,7500000.0,2002.0,466.0,7.2,1.85,1000,Good
3445,35.0,97.0,18.0,742.0,834.0,4131640.0,5463,4091,2.0,20.0,7500000.0,2008.0,749.0,3.1,1.85,140,Bad
3447,192.0,92.0,406.0,968.0,24000.0,10814185.0,37530,41867,6.0,106.0,8000000.0,2009.0,15000.0,6.2,1.85,0,Good
3461,392.0,156.0,0.0,4000.0,24000.0,336530303.0,383071,46055,0.0,1902.0,258000000.0,2007.0,11000.0,6.2,2.35,0,Good
3462,39.0,100.0,0.0,440.0,488.0,12610552.0,4682,2428,0.0,206.0,7500000.0,1999.0,488.0,3.5,1.37,129,Bad
3463,387.0,96.0,655.0,973.0,24000.0,143492840.0,414335,28817,0.0,881.0,7500000.0,2007.0,3000.0,7.5,1.85,10000,Good
3466,208.0,175.0,0.0,3000.0,14000.0,134821952.0,1155770,28122,1.0,2238.0,6000000.0,1972.0,10000.0,9.2,1.85,43000,Very good
3467,51.0,95.0,213.0,92.0,225.0,94900000.0,35172,791,0.0,128.0,4000000.0,1983.0,174.0,6.1,1.85,0,Good
3468,331.0,95.0,464.0,11000.0,23000.0,32391374.0,376600,54075,43.0,494.0,7500000.0,2009.0,17000.0,7.7,2.35,40000,Good
3470,324.0,110.0,0.0,11000.0,17000.0,113709992.0,108843,46646,1.0,281.0,7000000.0,2012.0,15000.0,6.1,2.35,54000,Good
3471,140.0,96.0,474.0,82.0,1000.0,32131483.0,25870,2212,0.0,369.0,11000000.0,2003.0,970.0,4.9,2.35,2000,Average
3473,79.0,95.0,13.0,430.0,1000.0,34099640.0,16651,2515,0.0,149.0,5000000.0,2000.0,934.0,7.0,1.37,0,Good
3475,52.0,112.0,70.0,826.0,1000.0,37295394.0,7973,5959,8.0,59.0,6600000.0,2011.0,912.0,5.7,1.85,0,Average
3477,351.0,93.0,0.0,566.0,21000.0,31501218.0,84070,22745,0.0,526.0,7500000.0,2005.0,650.0,7.5,1.85,0,Good
3479,93.0,104.0,0.0,4000.0,16000.0,25625110.0,138707,33758,0.0,202.0,7000000.0,1995.0,12000.0,7.2,1.85,0,Good
3482,112.0,119.0,23.0,440.0,1000.0,25000000.0,39847,2951,1.0,242.0,9000000.0,1976.0,659.0,6.8,2.35,0,Good
3484,35.0,96.0,22.0,794.0,1000.0,20257000.0,7569,5282,2.0,65.0,7000000.0,1988.0,841.0,5.2,1.85,978,Average
3487,137.0,89.0,14.0,270.0,971.0,15818967.0,13913,2517,0.0,120.0,7000000.0,2014.0,479.0,4.0,1.85,0,Bad
3488,50.0,92.0,737.0,380.0,718.0,14891000.0,15088,2240,3.0,105.0,7000000.0,1996.0,524.0,6.8,1.85,824,Good
3489,261.0,109.0,0.0,597.0,1000.0,16901126.0,76267,3544,0.0,687.0,7000000.0,2005.0,649.0,6.9,1.85,0,Good
3491,180.0,103.0,44.0,190.0,637.0,17474107.0,56605,1342,3.0,89.0,7000000.0,2015.0,256.0,7.3,2.35,23000,Good
3492,28.0,95.0,48.0,826.0,1000.0,14003141.0,4598,4837,1.0,29.0,7000000.0,1999.0,865.0,6.1,2.35,375,Good
3494,202.0,105.0,0.0,303.0,1000.0,12583510.0,60709,2444,0.0,922.0,7000000.0,2003.0,340.0,6.0,1.85,0,Average
3496,341.0,106.0,1000.0,98.0,816.0,9190525.0,102125,1120,1.0,324.0,7000000.0,2009.0,105.0,7.0,1.85,10000,Good
3497,160.0,100.0,11.0,970.0,13000.0,9176553.0,19147,19330,1.0,97.0,7500000.0,2009.0,3000.0,7.1,2.35,0,Good
3498,31.0,103.0,49.0,304.0,687.0,9094451.0,11668,1990,0.0,79.0,7000000.0,1989.0,554.0,6.2,1.85,0,Good
3500,281.0,99.0,192.0,292.0,14000.0,9166863.0,83182,14816,2.0,247.0,7000000.0,2009.0,343.0,7.6,2.35,16000,Good
3501,114.0,164.0,17000.0,159.0,883.0,8373585.0,39680,1934,0.0,308.0,7000000.0,1988.0,618.0,7.6,1.85,0,Good
3502,72.0,96.0,30.0,407.0,761.0,7292175.0,7736,2018,3.0,100.0,7000000.0,1999.0,412.0,6.4,1.85,0,Good
3505,25.0,93.0,70.0,442.0,692.0,5694308.0,13815,3128,0.0,46.0,7000000.0,2007.0,585.0,2.0,1.85,446,Bad
3508,27.0,113.0,7.0,35.0,11000.0,4720371.0,3203,11116,2.0,85.0,7000000.0,2001.0,43.0,6.5,1.85,650,Good
3511,158.0,99.0,342.0,501.0,1000.0,2344847.0,18561,2158,0.0,119.0,7000000.0,2008.0,518.0,6.8,2.35,0,Good
3512,223.0,91.0,157.0,224.0,490.0,7455447.0,29967,1136,2.0,126.0,7000000.0,2010.0,259.0,6.3,1.85,0,Good
3513,25.0,100.0,0.0,359.0,655.0,2148212.0,781,1906,0.0,20.0,7000000.0,1999.0,476.0,6.3,1.85,157,Good
3514,97.0,105.0,261.0,617.0,783.0,2062066.0,11387,2684,3.0,147.0,7000000.0,2002.0,658.0,6.6,1.85,357,Good
3515,117.0,99.0,60.0,628.0,4000.0,1654367.0,18355,6526,0.0,106.0,7000000.0,2006.0,787.0,6.4,1.85,3000,Good
3518,34.0,99.0,2.0,455.0,1000.0,1889522.0,1119,2589,2.0,12.0,7000000.0,2009.0,690.0,6.5,2.35,797,Good
3520,161.0,125.0,127.0,798.0,6000.0,1110286.0,9727,8876,6.0,65.0,4825000.0,2009.0,941.0,7.2,2.35,0,Good
3523,301.0,97.0,0.0,106.0,227.0,1768416.0,35848,684,0.0,198.0,7000000.0,2010.0,218.0,6.3,1.85,0,Good
3525,12.0,95.0,43.0,611.0,1000.0,306715.0,5143,5213,1.0,62.0,10000000.0,1998.0,788.0,2.3,1.85,724,Bad
3526,134.0,106.0,58.0,973.0,23000.0,382946.0,43965,44969,0.0,99.0,7000000.0,2010.0,20000.0,7.1,2.35,19000,Good
